EarlyAccess;ReviewText;Review;ReviewLength;PlayHours;DatePosted
;i liked it i played it with my friends and we are enjoyed.;Recommended;46;61.0;
;"This game is ♥♥♥♥♥♥♥♥.Don't play it (only if you have a boner) ;)";Not Recommended;53;9.7;
;Its funny when i start spamming ember's dog attack and people start rage quitting in the process;Recommended;80;2.0;
;افضل لعبةاي لايكت;Recommended;15;312.3;
;Have fun chasing your opponent around the stage and getting punished for every attack you throw out;Recommended;83;1022.8;
;Its free its fun and its fire great game like street fighters or mortal combat low storage;Recommended;74;30.2;
;my firned builled me;Not Recommended;17;2.1;
;LUCAS IS A SWEAT;Not Recommended;13;153.3;
;I don't even know why do I have 24 hours in this game...;Recommended;44;27.0;
;enjoy having to get killed in style then play this;Recommended;41;188.5;
;epic;Recommended;4;320.3;
;.;Not Recommended;1;1493.6;
;HUDHUDHUDHUD;Recommended;12;278.0;
;♥♥♥♥♥♥;Not Recommended;6;0.2;
;10/10;Not Recommended;5;123.9;
;its fun with a friend and time passing;Recommended;31;15.0;
;Its very fun even though u have to play alot to get the characters u want. And if u play ranked expect to die alot if ur bad.Overall 8/10 game;Recommended;113;4.5;
;Not bad;Recommended;6;76.3;
;♥♥♥♥♥ i know im sexy;Recommended;16;357.2;
;♥♥♥♥;Not Recommended;4;6.7;
;good game;Recommended;8;10.4;
;fun i play it a lot;Recommended;14;0.3;
;ohio;Recommended;4;1249.5;
;.;Not Recommended;1;55.6;
;get this game its good;Recommended;18;29.9;
;Not fun for me.;Recommended;12;11.8;
;buttcheek when you slide in;Recommended;23;132.6;
;I will leave the cat here, so that everybody who passes by can pet it and give it a thumbs up and awards／＞　　フ| 　_　 _ l／` ミ＿xノ/　　　 　 |/　 ヽ　　 ﾉ│　　|　|　|／￣|　　 |　|　|| (￣ヽ＿_ヽ_)__)＼二つ;Recommended;144;903.3;
;bro this game is really fun if you want to play with friends and stuff and fight other and it crossplay... llike whayyytt you can play wit Xbox,play station,PC,Nintendo and more like bro you should really, get this it's crazy fun and not that hard to learn.;Recommended;211;52.6;
;Trash company, mentally ill and degenerated player base, decent game.Runs on pretty much anything you'd expect it to run on, plus it has crossplay with mobile, consoles and whatnot.7/10 Decent.;Recommended;164;22.4;
;worst ♥♥♥♥ you can ever play. filled with smurfs if your lower ranks you dont have a chance TERRIBLE ELO system its awful this game you can get so triggered easily DO NOT RECOMMEND HORRIBLE HORRIBLE HORRIBLE HORRIBLE HORRIBLE HORRIBLE HORRIBLE HORRIBLE HORRIBLE HORRIBLE HORRIBLE HORRIBLE HORRIBLE HORRIBLE HORRIBLE HORRIBLE HORRIBLE HORRIBLE HORRIBLE HORRIBLEsmurf meaning: Higher level players making a new account to win in lower rankings becuase they give up being terrible in thier rank and ruin everyones else experience. SO YEAH DO NOT RECCOMEND HORRIBLE HORRIBLE HORRIBLE HORRIBLE HORRIBLE HORRIBLE HORRIBLE HORRIBLE HORRIBLE HORRIBLE GAME;Not Recommended;551;5.3;
;ok;Recommended;2;26.2;
;yes;Recommended;3;17.6;
;Tough to get down if you've never played a game like Rivals of Aether (or even Super Smash Bros).Helluva time when you've mastered it!;Recommended;111;680.7;
;I;Recommended;1;3.2;
;Got my ♥♥♥♥ kicked in.;Not Recommended;18;37.3;
;2/10 a free game with a 80$ dlc is crazy;Not Recommended;31;0.9;
;game is ruined by community of sig spammers gl.;Not Recommended;39;98.2;
;rage;Not Recommended;4;296.2;
;If you rank above silver, you are a femboy IRL;Recommended;37;82.1;
;There are a lot of ppl who are a dissapointment and spam the whole game SOOO MUCH FUUN;Not Recommended;69;97.6;
;waaaaaah;Recommended;8;26.3;
;es;Recommended;2;280.6;
;JUEGO de mierda la gente es gay;Not Recommended;25;165.6;
;has spongebob, highly recommend;Recommended;28;32.0;
;this game is fun unless you are playing against or as a unfair rat such as: vivi, loki, thea, red raptor, rayman and thea did i mention thea oh dont forget thea.;Recommended;130;203.3;
;/;Recommended;1;20.6;
;i dont recommend this ♥♥♥♥;Not Recommended;22;1157.8;
;amazing game;Recommended;11;101.6;
;peak;Recommended;4;543.7;
;Good 👍;Recommended;5;39.5;
;Don't play this game;Not Recommended;17;305.8;
;♥♥♥♥ my life;Recommended;10;1256.2;
;good game;Recommended;8;801.6;
;faking bad game;Recommended;13;15.5;
;killed my life;Recommended;12;379.1;
;This game is simply not fun. This is a highly competitive game, and probably you won't have much fun playing it. It's not simply because it is competitive, it is because putting in the time to get good at this game mostly won't be rewarding. There is a lot of problems with this game which shouldn't there be in a competitive game like this.1. There is a huge amount of players that just spam heavy/signature attacks. Beating them takes real skill if you want to play the right way which most players won't be inclined to since they are here to have fun. This creates a huge learning curve. This wasn't always such a big problem but lately %80 of playerbase spam attacks and don't see a problem with it. This takes too much fun out of the game. Why learn combos and string attacks if you can just get to platinum rank ( 2nd highest rank) just by spamming attacks?2. Often times you will hit but it won't register, you will dodge but not to the direction you wanted to, you will press dodge but it won't for the hell of it. This game has a big input delay problem. This immensely competitive game ,where even a split second reaction can decide the outcome, has fps drop issues which is not that uncommon among players. You can just go ahead and search in google, you will see so many players seeking solution and not finding it. Do you have a good network and high end pc ? Sometimes that won't matter unfortunately.3. Cherry on top is devs just don't care anymore about these issues, they are only looking after money. There is no fixes for the problems I mentioned above, but there is always a battle pass to purchase right next to each other. So as long as they are making money who cares about fun right?So after 500 hours of rage, exhaustion and little amount of reward/fun. I don't recommend this game simply because it is not that much fun that will worth your time that you will put into it. So do not even begin, don't fall into this pit. If you don't die to spammers, you will die because your character won't obey your input. Stay clean;Not Recommended;1666;578.2;
;gass;Recommended;4;30.2;
;Godd game;Recommended;8;332.7;
;this game is ♥♥♥♥ and i hate it due to all the players having no ♥♥♥♥♥♥♥ common sense or any thoughts;Not Recommended;81;25.3;
;w;Recommended;1;192.6;
;best game ever;Recommended;12;153.1;
;Brain rot;Not Recommended;8;898.9;
;sigs are broken;Recommended;13;508.6;
;In Rayman world's, nature and people live together in peace.The Great Protoon provides and maintains the harmony andbalance in the world.[Sorry Folks, this apparently can't last. (Do you want to play orwhat?)]... One fateful day, the Great Protoon is stolen by Mr. Dark, an evil being!The Electoons who used to gravitate around it lose their natural stabilityand scatter all over the world! Troublesome, isn't it? (and untidy, too!)In this now-unbalanced world, strange phenomena begin to occur: freaksand hostile characters appear, capturing every Electoon they can find! Theydefinitely need a HERO to save them now, don't you think?Rayman must recapture the Great Protoon from its mysterious kidnapper,free the Electoons and reasseble them all to restore the world's harmony.But will the bad guys let him do it?... After all, he doesn't have arms or legs...but don't panic, neither do the bad guys.;Recommended;761;22.3;
;best game EVER;Recommended;12;4.5;
;its like that;Recommended;11;39.7;
;I would like to leave cat here for everybody, so you can pet.／＞　　フ| 　_　 _ l／` ミ＿xノ/　　　 　 |/　 ヽ　　 ﾉ│　　|　|　|／￣|　　 |　|　|| (￣ヽ＿_ヽ_)__)＼二つ;Recommended;111;493.1;
;really fun game;Recommended;13;248.3;
;I will leave the cat here, so that everybody who passes by can pet it and give it a thumbs up and awards.／＞　　フ| 　_　 _ l／` ミ＿xノ/　　　 　 |/　 ヽ　　 ﾉ│　　|　|　|／￣|　　 |　|　|| (￣ヽ＿_ヽ_)__)＼二つ;Recommended;145;234.8;
;I will leave this cat here, so that everybody who passes by can pet it and give it a thumbs up and awards／＞　　フ| 　_　 _ l／` ミ＿xノ/　　　 　 |/　 ヽ　　 ﾉ│　　|　|　|／￣|　　 |　|　|| (￣ヽ＿_ヽ_)__)＼二つ;Recommended;145;0.4;
;fun fighting game for casual and competitive players.;Recommended;46;253.7;
;hacker game;Not Recommended;10;226.6;
;"Before I start this review, I would like to make a short statement:I am a Melee player. For me, SSBM is the best platform fighter and any deviation from it is simply an inferior decision.With that being said, Brawlhalla is a really good game.It's not a Smash killer because it's not trying to be Smash at all. That's also a huge reason why it's not dead. When a game tries to be Smash, it doesn't work out. This game has decided to go in its own direction which has resulted in a weapons, combo and movement system coupled with gamemodes that are all unique to this game and really well executed.Anyone who says ""If you like Smash you'll like this"" is wrong in the sense that this isn't free Smash. The similarities essentially end after the fact they both exist in the platform fighter genre.The game is like the opposite of Melee but executed so well that I just can't not recommend it.On top of that, the devs are amazing and I have nothing but respect for what they've done. The free to play experience is so good. You get a good rotation of characters and just playing enough games with friends nets you enough to get a legend. The online experience for this game is really good overall as well. Items are also not overtuned and can be useful but they aren't nearly as overpowered as they are in Smash. The other gamemodes are all pretty good too. There isn't really a lot I can criticise about the game.There are 2 things I have some minor problems with though. A small one is I would really like the ability to bind the right stick to light attacks. The other is a more major issue and the fact that it's not completely uncommon for disconnects to happen during matches. The reconnecting system to a match you've disconnected on has a chance of working but I have no real reason to trash on the game about something that I personally put under the ""Nice to have"" category.Short version: The game is in the same genre as Smash but saying it's ""free Smash"" is an insult to the game because it's so unique. F2P experience is good. Online is good. Casual experience is good. Game is good.";Recommended;1707;84.4;
;sedap;Recommended;5;83.9;
;wait i got 1005 hours and still plat... Very recommended ♥;Recommended;48;1055.1;
;fye;Recommended;3;44.8;
;bow and sword................;Not Recommended;27;505.2;
;s2weet game sometim es u lose and cry but otd fine;Recommended;40;245.5;
;i have wasted hours of life just to break my gaming peripherals. i couldve done it earlier. THANKS!!!;Recommended;84;4.7;
;.;Recommended;1;8.2;
;Can i move in this game?;Not Recommended;19;6.1;
;Good game. Play it and get good;Recommended;25;1940.3;
;This game is boringI rather play Super Smash Bros over this game. However since this is free, it is not worth your time playing it. Trust;Not Recommended;112;0.4;
;Trash;Not Recommended;5;645.4;
;"Don't listen to people who say this game is bad cuz they don't understand how well-made and creative this game isalso remove ViVi pls help me ;-;";Recommended;119;179.7;
;Game is fun basically a cartoon version of brawlhalla;Recommended;45;88.4;
;This game is really good when you have friends to play with, but also can be depressing when you don't.;Recommended;84;103.1;
;sim, brawlhalla;Recommended;14;20.3;
;very good game i love brawlhalla so good so good;Recommended;39;1457.6;
;i like it big and black;Recommended;18;1.4;
